query_id,client_execute_roundtrip_ms,output_rows,validation,server_total_ms,server_compilation_ms,server_execution_ms,server_provisioning_queue_ms,server_overload_queue_ms,server_bytes_scanned,elapsed_ms,path,rows,workload,block,run,metric_scope,cpu_ms,input_ms,output_bytes,output_batches,checksum,type,block_peak_rss_bytes
01c6f2de-0001-fe0c-0001-9ade000bf086,186.277833,50,row-count; full checksum query before block,157.0,50.0,107.0,0.0,0.0,3116867584.0,157.0,snowflake_medium,100000000,groupby,1,1,platform_query,,,,,,,
01c6f2de-0001-fcf9-0001-9ade000be0a6,178.15625,50,row-count; full checksum query before block,150.0,37.0,113.0,0.0,0.0,3116867584.0,150.0,snowflake_medium,100000000,groupby,1,2,platform_query,,,,,,,
01c6f2de-0001-fe2b-0001-9ade000bd10e,202.874541,50,row-count; full checksum query before block,172.0,39.0,133.0,0.0,0.0,3116867584.0,172.0,snowflake_medium,100000000,groupby,1,3,platform_query,,,,,,,
01c6f2de-0001-fcf8-0001-9ade000ba95e,182.765667,50,row-count; full checksum query before block,148.0,37.0,111.0,0.0,0.0,3116867584.0,148.0,snowflake_medium,100000000,groupby,1,4,platform_query,,,,,,,
01c6f2de-0001-fe0c-0001-9ade000bf08a,297.77475,50,row-count; full checksum query before block,195.0,54.0,141.0,0.0,0.0,3116867584.0,195.0,snowflake_medium,100000000,groupby,1,5,platform_query,,,,,,,
01c6f2de-0001-fcf8-0001-9ade000ba96e,6468.058083,197996556,row-count; full checksum query before block,6336.0,53.0,6283.0,0.0,0.0,7635108352.0,6336.0,snowflake_xsmall,1000000000,filter_project,1,1,platform_query,,,,,,,
01c6f2de-0001-fe0c-0001-9ade000bf092,6580.42825,197996556,row-count; full checksum query before block,6439.0,102.0,6337.0,0.0,0.0,7635108352.0,6439.0,snowflake_xsmall,1000000000,filter_project,1,2,platform_query,,,,,,,
01c6f2de-0001-fcf8-0001-9ade000ba972,6580.022333,197996556,row-count; full checksum query before block,6495.0,44.0,6451.0,0.0,0.0,7635108352.0,6495.0,snowflake_xsmall,1000000000,filter_project,1,3,platform_query,,,,,,,
01c6f2de-0001-fe0c-0001-9ade000bf096,6560.227583,197996556,row-count; full checksum query before block,6491.0,56.0,6435.0,0.0,0.0,7635108352.0,6491.0,snowflake_xsmall,1000000000,filter_project,1,4,platform_query,,,,,,,
01c6f2de-0001-fe2b-0001-9ade000bd11a,6629.586041,197996556,row-count; full checksum query before block,6557.0,54.0,6503.0,0.0,0.0,7635108352.0,6557.0,snowflake_xsmall,1000000000,filter_project,1,5,platform_query,,,,,,,
01c6f2de-0001-fcf8-0001-9ade000ba97a,160.14075,200,row-count; full checksum query before block,116.0,42.0,74.0,0.0,0.0,7865856.0,116.0,snowflake_xsmall,1000000,join_groupby,1,1,platform_query,,,,,,,
