rows,workload,path,component,n,mean_ms,std_ms
10000,join_groupby,snowflake_xsmall,client_execute_roundtrip_ms,2,160.8773745,17.306910109763795
100000,clean_derive,snowflake_large,server_total_ms,2,285.0,108.89444430272832
100000,clean_derive,snowflake_large,server_execution_ms,2,195.5,31.81980515339464
100000,clean_derive,snowflake_large,server_compilation_ms,2,89.5,77.07463914933368
100000,clean_derive,snowflake_large,server_provisioning_queue_ms,2,0.0,0.0
100000,clean_derive,snowflake_large,server_overload_queue_ms,2,0.0,0.0
100000,clean_derive,snowflake_large,client_execute_roundtrip_ms,2,676.5266035000001,574.1842297406669
100000,clean_derive,snowflake_medium,server_total_ms,2,220.5,27.577164466275352
100000,clean_derive,snowflake_medium,server_execution_ms,2,173.0,7.0710678118654755
100000,clean_derive,snowflake_medium,server_compilation_ms,2,47.5,20.506096654409877
100000,clean_derive,snowflake_medium,server_provisioning_queue_ms,2,0.0,0.0
100000,clean_derive,snowflake_medium,server_overload_queue_ms,2,0.0,0.0
100000,clean_derive,snowflake_medium,client_execute_roundtrip_ms,2,277.90222900000003,32.9584535462851
100000,clean_derive,snowflake_small,server_total_ms,2,198.5,4.949747468305833
100000,clean_derive,snowflake_small,server_execution_ms,2,165.5,4.949747468305833
100000,clean_derive,snowflake_small,server_compilation_ms,2,33.0,0.0
100000,clean_derive,snowflake_small,server_provisioning_queue_ms,2,0.0,0.0
100000,clean_derive,snowflake_small,server_overload_queue_ms,2,0.0,0.0
100000,clean_derive,snowflake_small,client_execute_roundtrip_ms,2,256.07849999999996,1.922917494467173
100000,clean_derive,snowflake_xsmall,server_total_ms,2,257.0,5.656854249492381
100000,clean_derive,snowflake_xsmall,server_execution_ms,2,187.5,17.67766952966369
100000,clean_derive,snowflake_xsmall,server_compilation_ms,2,69.5,12.020815280171307
100000,clean_derive,snowflake_xsmall,server_provisioning_queue_ms,2,0.0,0.0
100000,clean_derive,snowflake_xsmall,server_overload_queue_ms,2,0.0,0.0
100000,clean_derive,snowflake_xsmall,client_execute_roundtrip_ms,2,335.700021,13.014387988979275
100000,filter_project,snowflake_large,server_total_ms,2,139.0,9.899494936611665
100000,filter_project,snowflake_large,server_execution_ms,2,97.0,7.0710678118654755
100000,filter_project,snowflake_large,server_compilation_ms,2,42.0,2.8284271247461903
100000,filter_project,snowflake_large,server_provisioning_queue_ms,2,0.0,0.0
100000,filter_project,snowflake_large,server_overload_queue_ms,2,0.0,0.0
100000,filter_project,snowflake_large,client_execute_roundtrip_ms,2,218.0031665,33.407672120411874
100000,filter_project,snowflake_medium,server_total_ms,2,145.5,2.1213203435596424
100000,filter_project,snowflake_medium,server_execution_ms,2,107.5,0.7071067811865476
100000,filter_project,snowflake_medium,server_compilation_ms,2,38.0,1.4142135623730951
100000,filter_project,snowflake_medium,server_provisioning_queue_ms,2,0.0,0.0
100000,filter_project,snowflake_medium,server_overload_queue_ms,2,0.0,0.0
100000,filter_project,snowflake_medium,client_execute_roundtrip_ms,2,205.400646,7.860876387966047
100000,filter_project,snowflake_small,server_total_ms,2,150.0,7.0710678118654755
100000,filter_project,snowflake_small,server_execution_ms,2,103.0,4.242640687119285
100000,filter_project,snowflake_small,server_compilation_ms,2,47.0,2.8284271247461903
100000,filter_project,snowflake_small,server_provisioning_queue_ms,2,0.0,0.0
100000,filter_project,snowflake_small,server_overload_queue_ms,2,0.0,0.0
100000,filter_project,snowflake_small,client_execute_roundtrip_ms,2,220.4579165,11.611105590336537
100000,filter_project,snowflake_xsmall,server_total_ms,2,237.0,148.49242404917499
100000,filter_project,snowflake_xsmall,server_execution_ms,2,191.5,139.30003589374985
100000,filter_project,snowflake_xsmall,server_compilation_ms,2,45.5,9.192388155425117
100000,filter_project,snowflake_xsmall,server_provisioning_queue_ms,2,0.0,0.0
100000,filter_project,snowflake_xsmall,server_overload_queue_ms,2,0.0,0.0
100000,filter_project,snowflake_xsmall,client_execute_roundtrip_ms,2,392.81852100000003,292.81813370896737
100000,groupby,snowflake_large,server_total_ms,2,90.0,46.66904755831214
100000,groupby,snowflake_large,server_execution_ms,2,21.5,4.949747468305833
100000,groupby,snowflake_large,server_compilation_ms,2,68.5,41.71930009000631
100000,groupby,snowflake_large,server_provisioning_queue_ms,2,0.0,0.0
100000,groupby,snowflake_large,server_overload_queue_ms,2,0.0,0.0
100000,groupby,snowflake_large,client_execute_roundtrip_ms,2,134.143083,75.09951313278435
100000,groupby,snowflake_medium,server_total_ms,2,51.0,1.4142135623730951
100000,groupby,snowflake_medium,server_execution_ms,2,18.5,0.7071067811865476
100000,groupby,snowflake_medium,server_compilation_ms,2,32.5,0.7071067811865476
100000,groupby,snowflake_medium,server_provisioning_queue_ms,2,0.0,0.0
100000,groupby,snowflake_medium,server_overload_queue_ms,2,0.0,0.0
100000,groupby,snowflake_medium,client_execute_roundtrip_ms,2,74.1361665,3.0128639078034145
100000,groupby,snowflake_small,server_total_ms,2,63.0,2.8284271247461903
100000,groupby,snowflake_small,server_execution_ms,2,18.5,0.7071067811865476
100000,groupby,snowflake_small,server_compilation_ms,2,44.5,3.5355339059327378
100000,groupby,snowflake_small,server_provisioning_queue_ms,2,0.0,0.0
100000,groupby,snowflake_small,server_overload_queue_ms,2,0.0,0.0
100000,groupby,snowflake_small,client_execute_roundtrip_ms,2,87.3941665,2.0602736938194672
100000,groupby,snowflake_xsmall,server_total_ms,2,55.5,2.1213203435596424
100000,groupby,snowflake_xsmall,server_execution_ms,2,18.0,1.4142135623730951
100000,groupby,snowflake_xsmall,server_compilation_ms,2,37.5,3.5355339059327378
