query_id,client_execute_roundtrip_ms,output_rows,validation,server_total_ms,server_compilation_ms,server_execution_ms,server_provisioning_queue_ms,server_overload_queue_ms,server_bytes_scanned,elapsed_ms,path,rows,workload,block,run,metric_scope,cpu_ms,input_ms,output_bytes,output_batches,checksum,type,block_peak_rss_bytes
,,50,row-count; full checksum in block warmup,,,,,,,1.151666,duckdb,10000,groupby,1,1,local_parquet_to_batches,1.268,,1600.0,1.0,,measurement,131874816.0
,,50,row-count; full checksum in block warmup,,,,,,,1.151667,duckdb,10000,groupby,1,2,local_parquet_to_batches,1.235,,1600.0,1.0,,measurement,131907584.0
,,200,row-count; full checksum in block warmup,,,,,,,2.510834,duckdb,1000,join_groupby,1,1,local_parquet_to_batches,2.69,,6400.0,1.0,,measurement,134856704.0
,,200,row-count; full checksum in block warmup,,,,,,,2.459792,duckdb,1000,join_groupby,1,2,local_parquet_to_batches,2.622,,6400.0,1.0,,measurement,134905856.0
,,200,row-count; full checksum in block warmup,,,,,,,4.968084,duckdb,100000,join_groupby,1,1,local_parquet_to_batches,5.135,,6400.0,1.0,,measurement,140214272.0
,,200,row-count; full checksum in block warmup,,,,,,,4.774542,duckdb,100000,join_groupby,1,2,local_parquet_to_batches,4.933,,6400.0,1.0,,measurement,140263424.0
,,2004,row-count; full checksum in block warmup,,,,,,,1.099792,duckdb,10000,filter_project,1,1,local_parquet_to_batches,1.148,,48096.0,1.0,,measurement,131907584.0
,,2004,row-count; full checksum in block warmup,,,,,,,1.068542,duckdb,10000,filter_project,1,2,local_parquet_to_batches,1.115,,48096.0,1.0,,measurement,131940352.0
,,10000,row-count; full checksum in block warmup,,,,,,,1.293375,duckdb,10000,clean_derive,1,1,local_parquet_to_batches,1.34,,160000.0,1.0,,measurement,132005888.0
,,10000,row-count; full checksum in block warmup,,,,,,,1.263792,duckdb,10000,clean_derive,1,2,local_parquet_to_batches,1.31,,160000.0,1.0,,measurement,132038656.0
,,50,row-count; full checksum in block warmup,,,,,,,2.004459,duckdb,100000,groupby,1,1,local_parquet_to_batches,2.086,,1600.0,1.0,,measurement,132481024.0
,,50,row-count; full checksum in block warmup,,,,,,,1.848625,duckdb,100000,groupby,1,2,local_parquet_to_batches,1.932,,1600.0,1.0,,measurement,132513792.0
,,1000,row-count; full checksum in block warmup,,,,,,,1.164917,duckdb,1000,clean_derive,1,1,local_parquet_to_batches,1.216,,16000.0,1.0,,measurement,131694592.0
,,1000,row-count; full checksum in block warmup,,,,,,,1.211667,duckdb,1000,clean_derive,1,2,local_parquet_to_batches,1.257,,16000.0,1.0,,measurement,131727360.0
,,200,row-count; full checksum in block warmup,,,,,,,3.744333,duckdb,10000,join_groupby,1,1,local_parquet_to_batches,4.013,,6400.0,1.0,,measurement,135249920.0
,,200,row-count; full checksum in block warmup,,,,,,,3.393958,duckdb,10000,join_groupby,1,2,local_parquet_to_batches,4.011,,6400.0,1.0,,measurement,135430144.0
,,189,row-count; full checksum in block warmup,,,,,,,1.501958,duckdb,1000,filter_project,1,1,local_parquet_to_batches,1.561,,4536.0,1.0,,measurement,131710976.0
,,189,row-count; full checksum in block warmup,,,,,,,1.159042,duckdb,1000,filter_project,1,2,local_parquet_to_batches,1.233,,4536.0,1.0,,measurement,131825664.0
